run_id,t_seconds,config,mitigation,antagonist_active,throughput,claim_p50,claim_p95,claim_p99,e2e_p50,e2e_p95,e2e_p99,n_dead_tup,n_live_tup,table_bytes,index_bytes,queue_depth,oldest_backend_xmin_age,last_autovacuum
M3,157,saturated,M3,false,1280.000,1.748,2.627,12.717,38203.827,38430.802,38477.941,136598,123006,19046400,8683520,49199,11,2026-08-03T10:27:41.622528Z
M3,158,saturated,M3,false,1300.000,1.822,2.492,2.888,38088.792,38308.899,38336.905,139221,123941,19300352,8806400,49369,19,2026-08-03T10:27:41.622528Z
M3,159,saturated,M3,false,1320.000,1.756,2.457,2.842,38100.118,38330.052,38348.212,141822,125532,19546112,8929280,49472,21,2026-08-03T10:27:41.622528Z
M3,160,saturated,M3,false,1200.000,1.568,2.659,44.933,38184.672,38431.692,38449.928,144343,126662,19742720,9035776,49279,1,2026-08-03T10:27:41.622528Z
M3,161,saturated,M3,false,1280.000,1.631,3.999,14.785,38222.341,38476.654,38529.307,146861,127774,19972096,9142272,49304,1,2026-08-03T10:27:41.622528Z
M3,162,saturated,M3,false,1300.000,1.840,2.511,3.321,38033.696,38256.431,38283.365,149486,129232,20381696,9265152,49437,1,2026-08-03T10:27:41.622528Z
M3,163,saturated,M3,false,1218.000,1.619,2.670,4.239,38274.672,38512.323,38556.378,151923,130527,20545536,9371648,49382,5,2026-08-03T10:27:41.622528Z
M3,164,saturated,M3,false,1282.000,1.851,2.485,2.844,38349.423,38566.569,38611.186,154543,131596,20742144,9502720,49223,22,2026-08-03T10:27:41.622528Z
M3,165,saturated,M3,false,1340.000,1.497,2.356,2.639,38157.057,38378.455,38424.537,620,132412,21086208,9641984,49415,3,2026-08-03T10:28:41.634503Z
M3,166,saturated,M3,false,1320.000,1.685,2.240,4.149,38268.410,38533.825,38580.611,3320,134127,21159936,9773056,49342,1,2026-08-03T10:28:41.634503Z
M3,167,saturated,M3,false,1320.000,1.717,2.282,2.532,38391.514,38623.227,38668.224,5969,135295,21430272,9895936,49270,8,2026-08-03T10:28:41.634503Z
M3,168,saturated,M3,false,1320.000,1.704,2.343,2.646,38149.435,38380.112,38425.078,8647,136668,21676032,10035200,49388,0,2026-08-03T10:28:41.634503Z
M3,169,saturated,M3,false,1280.000,1.763,2.422,2.895,38146.430,38412.385,38452.526,11148,138181,21938176,10158080,49402,19,2026-08-03T10:28:41.634503Z
